node_id_start,node_id_end,segment_length
2460,2453,52.9623301266843
2473,2448,80.1315057356008
2478,2422,315.974714435165
2478,2479,98.33015372788
2479,2444,97.7597040904907
2480,2425,315.11526833671
2486,2411,321.380945074926
2489,2414,321.039544023563
2491,2447,76.8430939402772
2491,2449,154.666522871052
2509,2542,321.236683239379
2511,2553,321.401135306953
2513,2549,320.841842796751
2517,1916,328.28056793658
2519,1953,327.794457059301
2521,1954,328.522120662367
2525,2509,292.187755521913
2527,2511,292.988273371243
2541,2525,313.663003072439
2542,2517,319.521854037968
2549,2521,319.856255580436
2552,2527,312.958826678973
2553,2519,319.640813471047
2556,2557,181.071036436874
2557,2558,318.423647073752
2558,2664,321.180848730292
2575,2652,320.88473884973
2582,2667,321.986917650887
2590,2573,312.937591149304
2592,2575,316.979184234605
2606,2651,108.123150626353
2618,2590,181.583569065003
2643,2644,147.086093164092
2644,2645,131.109548417139
2645,2646,181.015069924803
2646,2580,317.079527282759
2647,1744,324.667991639677
2651,2592,180.826643529431
2664,1881,323.963955247585
2686,2745,323.904650231496
2688,2747,323.498814366685
2691,2750,324.286780367245
2699,2756,323.758043906844
2710,2691,319.447531044783
2727,2728,88.3491667180844
2728,2710,175.936939144948
2750,1757,327.143926192259
2756,1677,326.80484158927
2772,2773,126.925136938161
2773,2774,319.800294639865
2774,2775,325.074219679098
2775,2776,325.694038249272
2782,2886,324.287098771944
2786,2890,324.920760818702
2814,2782,320.836800884347
2830,21570,169.68433197967
2886,2802,327.328627613562
2974,2976,137.182028405483
2976,2977,344.239674803622
2976,3050,72.6248309776092
2977,3087,323.283711039265
2979,2980,206.23840663864
2980,2981,233.650291603901
2982,2983,239.055599354073
3019,2983,95.8185743874952
3023,3032,227.729945419838
3032,2994,265.239269472927
3052,29734,233.525838918525
3053,3065,197.295835354352
3058,3023,181.159804434635
3065,3043,249.206342830001
3123,3169,316.886493663376
3123,3185,79.9841978519551
3154,2641,249.980650592019
3213,22903,186.334233216261
3217,3281,86.2533395663764
3219,3220,263.980979235967
3220,3282,81.8462880146396
