geometry,node.id,deg_unweighted,betweenes_unweighted,closeness_unweighted,eigcentrality_unweighted,eccentricity_unweighted,harmonic_unweighted,deg_weighted,betweenes,closeness,eigcentrality,eccentricity,harmonic
"c(296030.788701814, 5043562.43027772)",2491,3,89735.1449233638,4.503405024539054e-7,3.7662646356158253e-4,161,576.4574247111561,259.38710100681874,7372319,2.6351921288655036e-9,0,33466.18858507926,4.2724623861743956
"c(296870.566072116, 5044215.11373543)",2509,4,5580522.908372289,4.842432101838284e-7,0.06795593071444797,155,638.3479914731372,815.5525893123269,2934666,2.5630942551556602e-9,0,34696.021690441885,4.103244777443608
"c(296973.227464603, 5044376.48257876)",2511,4,210839.3613889368,4.836038935916681e-7,0.09276989161018476,154,632.194781813462,799.7451617868736,2720935,2.5494548304679385e-9,0,34887.2829146012,4.066173780422034
"c(297074.991552221, 5044537.01907226)",2513,4,86707.7872900336,4.811858729601929e-7,0.10847492252788497,154,625.4750687903331,695.4017585284612,2731378,2.5364097507057665e-9,0,35077.35814683923,4.053139777067203
"c(296329.755682938, 5044558.76109337)",2517,4,6391697.893931269,4.913946960822084e-7,0.07639040966389078,153,649.2526539316467,849.7690679852481,1891779,2.584169726246137e-9,0,34303.19748633475,4.099965565370251
"c(296430.994670614, 5044718.36906206)",2519,4,205287.44095037796,4.910479503413028e-7,0.10940620736825643,152,642.684740018961,831.082387840391,1781421,2.5702629110911754e-9,0,34492.205891609214,4.065698131358688
"c(296533.123658165, 5044878.88103056)",2521,4,168728.71620108504,4.889126826394441e-7,0.14751147137969875,152,636.9263028989301,844.8813213388055,1720344,2.5569963587357922e-9,0,34682.45479451211,4.0486751791122035
"c(297116.925528886, 5044058.01515469)",2525,4,6159454.09279094,4.81118041349209e-7,0.05394999437241951,156,635.9305758956543,807.4468176733283,1016217,2.5459236728037083e-9,0,34983.92325675593,4.122051972912985
"c(297214.561516953, 5044210.48412474)",2527,4,869951.6194716656,4.804601655281362e-7,0.0689173983542791,155,630.0210486118885,781.1392187936929,1051461,2.5330641893777647e-9,0,35165.00846902701,4.0849364590334005
"c(297381.708477068, 5043889.86917526)",2541,4,5762723.963219304,4.768699022607448e-7,0.03548907788947403,157,627.6170194494753,652.8946752523685,13010917,2.5445076462012008e-9,0,34959.81426924586,4.204449507427847
"c(296599.44181017, 5044387.40583934)",2542,4,5842558.8848940525,4.876985359777648e-7,0.07661401923173529,154,643.730336332724,842.6196466217069,6076553,2.576160814838523e-9,0,34495.970862687805,4.091939380408316
"c(296803.85960525, 5044708.56005131)",2549,4,136372.97471124193,4.850669707713196e-7,0.13998463096956454,153,631.5070714695935,830.7336592392494,5878643,2.5491694163154233e-9,0,34876.66528348774,4.042407393815319
"c(297476.852465484, 5044039.76614584)",2552,4,166708.69842828444,4.7603973027588884e-7,0.043522005044678506,156,620.3176749068275,644.8510566133891,12801764,2.5312641850342996e-9,0,35137.357768980066,4.137451943969804
"c(296701.537617735, 5044548.1440828)",2553,4,210605.2436785694,4.872487014822106e-7,0.10774727940625423,153,637.4510527810587,825.34896245039,5898756,2.5623462453865296e-9,0,34686.393713855454,4.058380224450031
"c(297669.311448405, 5044532.63405314)",2556,4,654386.7727397013,4.6807472906664496e-7,0.08365010591497828,158,611.8388635583437,352.8780152523358,13581627,2.500795789097856e-9,0,35675.235192466374,4.195568875377863
"c(297518.2314781, 5044632.44104074)",2557,4,1140457.16008778,4.727765790264963e-7,0.12865520200531688,157,621.5089507273808,617.1843112851617,1921042,2.5032307550398647e-9,0,35685.03018987603,4.131335759362711
"c(297252.843530277, 5044808.40201883)",2558,4,403464.46438824345,4.7294047429308406e-7,0.1887604184113089,157,619.931922707821,798.3801444989323,3966000,2.52015387509116e-9,0,35401.83927016639,4.08289970807674
"c(297337.486519783, 5044935.99699367)",2573,4,1217308.613111094,4.843356174601053e-7,0.1914217189900879,155,634.6422849408675,785.242969287893,5606643,2.509334349155737e-9,0,35554.95786547337,4.0705180378375765
"c(297415.92526062, 5045070.99359242)",2575,4,1910864.4274163381,4.859816172593455e-7,0.12804149657644573,155,637.1372682092995,810.9957897440586,6218120,2.500514869473007e-9,0,35711.13521714828,4.067851553113407
"c(297650.650482503, 5045453.99789255)",2580,4,5945349.298140279,4.909924971436511e-7,0.029456645677720345,154,649.1519676730227,656.7360540724198,4075048,2.4717048158995123e-9,0,36160.35116769744,4.052054663071519
"c(297743.769471338, 5045605.54986292)",2582,4,2378263.534055887,4.861621243729116e-7,0.01648790101282201,155,645.8459602051024,816.8889672967778,10373846,2.459155366211651e-9,0,36338.2278438766,4.044102008622438
"c(297594.407469011, 5044757.90401623)",2590,4,1576221.245300634,4.80900784878171e-7,0.1455830655167077,156,631.7138455155256,665.4773994572552,621439,2.49225492192233e-9,0,35831.83179794675,4.099981447007587
"c(297679.858458709, 5044895.4539893)",2592,4,2994292.623472101,4.824899569715457e-7,0.10862028912287683,156,633.6777196976127,670.973387692155,1297774,2.48317057356994e-9,0,35993.76609218092,4.101348268180198
"c(297917.825411718, 5044731.65201)",2606,4,4498430.621354419,4.737623314412845e-7,0.03827791037735663,158,616.9953250145542,376.6283155963785,1110864,2.468307007565247e-9,0,36091.17474656665,4.148535489110255
"c(297745.385439298, 5044657.01702883)",2618,4,1410890.7964652332,4.761759641610922e-7,0.0947249607504807,157,622.7689421710867,587.2822489584704,9684487,2.4898698467574075e-9,0,35821.03799483069,4.146446908531865
"c(298476.033320888, 5044926.68995717)",2641,4,5826098.059919569,4.6707407981735533e-7,0.0012163104503573904,160,611.3740051307709,493.5313093745998,8414747,2.4128927278709656e-9,0,36879.33839322885,4.085847187513474
"c(298302.114354754, 5045032.09594455)",2643,4,5774082.119896257,4.7419097092972254e-7,0.0053427419456128005,158,621.27163257029,412.0097408640687,7772004,2.4270387334074786e-9,0,36675.97050998844,4.090553700755178
"c(298176.246379257, 5045108.19393545)",2644,4,5814468.664218947,4.777561513493267e-7,0.010347136501310795,157,624.5558752138788,455.97084903357563,8334561,2.4409421930680275e-9,0,36534.50868239294,4.116681259042072
"c(298065.242400955, 5045177.93692697)",2645,4,5855706.074298136,4.821919287821809e-7,0.020297068121879643,156,633.8102504552929,490.209635533741,9818925,2.451231505678795e-9,0,36432.32469975702,4.116274500858667
"c(297914.623430585, 5045278.33691445)",2646,4,6129520.7190233255,4.870118801678048e-7,0.027326391415515693,155,643.763982081893,675.9987889622229,1386023,2.45457000846317e-9,0,36442.898434015915,4.069573830529241
"c(297382.822535171, 5045632.10787036)",2647,4,6847830.330346085,5.001375378229013e-7,0.03361170699799692,152,665.0351518147213,662.6398171183939,6188245,2.483965000417137e-9,0,35966.97885599221,4.065180687529705
"c(297830.229429121, 5044795.03500184)",2651,4,3659804.5109557346,4.779013630702677e-7,0.07643066704084259,157,625.3705009400752,462.49073035826837,10303682,2.4807939201296396e-9,0,35983.05159594029,4.1571361410826
"c(297148.76856316, 5045248.73994526)",2652,4,1077571.755704,4.897850431402666e-7,0.1267757917752072,154,642.7405314498071,710.3327303711967,8686501,2.5129397852205565e-9,0,35517.79444730994,4.069932379844427
"c(296985.266257889, 5044986.05099669)",2664,4,332957.7511788457,4.7644026701618326e-07,0.24314560793106213,156,624.2970254478752,803.5552035042007,6869272,2.5325314756977585e-9,0,35208.21498695469,4.069148664284251
"c(297475.804524044, 5045784.07184066)",2667,4,2781289.420453119,4.905127476905434e-7,0.017534756483918952,154,652.5606709915518,823.9681352250992,12284848,2.4710989536327807e-9,0,36145.13460135926,4.0610163167749835
"c(298064.002403085, 5046130.62106034)",2686,4,106920.24895225909,4.739060234877303e-7,0.0011111188933813747,158,628.0010773119644,727.3076565409685,4103354,2.413685966132015e-9,0,36953.26166916223,3.9970095241568293
"c(298153.97842228, 5046276.41173183)",2688,4,64121.469357097514,4.665610994418996e-7,4.4357475816465906e-4,160,619.0347008948816,683.8521162609686,3353308,2.3991062983296784e-9,0,37124.582236111055,3.9793817668016134
"c(298293.742405467, 5046501.86968771)",2691,4,3855478.820813237,4.801950744470433e-7,8.316380525484927e-5,158,645.1783030195802,908.2683760177689,3667879,2.3773275286191767e-9,0,37389.85055887473,3.9388395861990513
"c(298736.415352548, 5047225.25054635)",2699,4,312266.40182843665,4.618205983994222e-7,1.4213544667632473e-6,160,603.6932190414954,791.6883540382996,2889213,2.3063069848707888e-9,0,38237.957676744954,3.8766991962189743
"c(298586.454350147, 5046374.03970025)",2710,4,4072105.4511497985,4.768382950742127e-7,1.1366262935828016e-4,159,641.658962767496,745.7356581568878,1207785,2.3597925011390713e-9,0,37707.03527814328,3.9560874863096633
"c(298700.412325327, 5046226.39872226)",2727,4,239176.87140908247,4.664827480685282e-7,1.7191573475940127e-4,161,618.3536872535915,348.9450748213454,830904,2.359702458532145e-9,0,37659.09108639882,4.0937155972171695
"c(298746.628319793, 5046301.69370754)",2728,4,3279520.366788338,4.725161009861411e-7,1.3657514022120525e-4,160,629.3790622507098,357.23632046234457,1034454,2.354578235993434e-9,0,37747.44025311691,4.097757826622818
"c(297766.126489284, 5046257.83674807)",2745,4,285418.3645362221,4.778273762594335e-7,0.0010807119688897209,157,635.2792726042146,772.142649562253,6452575,2.429322168111991e-9,0,36700.78677846949,4.030647381272505
"c(297856.974478361, 5046404.62971935)",2747,4,174171.2653183308,4.7035604541569834e-7,3.859363419721329e-4,159,625.8671741877598,624.3480715553857,5645424,2.414450289340137e-9,0,36873.419634822865,4.017975688416751
"c(297996.722461613, 5046632.02667489)",2750,4,1778192.3139148182,4.841653715242978e-7,7.217756149270769e-5,157,652.4080473686283,917.7330106239601,5872859,2.391348197838259e-9,0,37140.33112105719,3.9681560262943396
"c(298440.236408561, 5047356.00453341)",2756,4,424875.16345707775,4.660125403974621e-7,1.1845146523349514e-6,159,611.9186158168012,798.0736452059956,5085206,2.318274216941086e-9,0,37989.369204156355,3.8975859372598745
"c(299907.366089069, 5048286.17077152)",2772,4,532308.051262074,4.271266421951576e-7,3.300242826886993e-10,169,569.5826488718816,297.91230560022143,2870599,2.1758279950850596e-9,0,40056.52601940762,4.029253374499139
"c(299794.015205734, 5048342.9873154)",2773,4,504966.00848078757,4.315789791689774e-7,4.68021809433936e-10,168,579.6300320962187,604.3806605972903,1337365,2.17931751808245e-9,0,40015.53196434194,3.859821058909876
"c(299506.731260519, 5048483.48630049)",2774,4,469798.7681885152,4.350697547337765e-7,5.05016713991661e-10,167,588.8248348290726,803.4136270333756,3173896,2.192887193034188e-9,0,39713.342439936394,3.8319225710763813
"c(299214.632316211, 5048626.14228535)",2775,4,380085.25994072075,4.394065024253042e-7,4.3574176491901673e-10,166,595.1486578209262,810.4101109492223,5324783,2.202420109983893e-9,0,39477.201488536324,3.8526421237473962
"c(298921.972372006, 5048769.06427019)",2776,4,584070.0349882343,4.4504277973720225e-7,2.9768961349500503e-10,165,605.273955616365,611.316056230565,1909061,2.2095595574215205e-9,0,39175.50712906679,3.8886372761982684
"c(299160.013301891, 5047915.99641135)",2782,4,4513064.056625607,4.572086951949652e-7,2.6726663616039406e-8,163,615.9855510241098,811.8656180703929,8831395,2.252286814069808e-9,0,39048.25831972974,3.8609322367822982
"c(299327.135281909, 5048188.4133581)",2786,4,103785.6461119586,4.35217447693391e-7,3.1593697146550104e-9,167,575.5014050668027,803.0602257549997,2705143,2.2222543827750813e-9,0,39367.855294636836,3.823230277918002
"c(298564.079414595, 5048179.55438526)",2802,4,5489938.911150056,4.6455341319006504e-7,1.307897297942104e-8,161,631.5390116973185,716.3940446233879,7936113,2.272962505829985e-9,0,38485.55408908819,3.943326560735732
"c(299453.688246367, 5047786.80942407)",2814,4,4272476.893722759,4.5385394616929115e-7,2.3713786728089283e-8,164,609.5688846707716,613.6223265339198,6960439,2.2370072702734704e-9,0,39363.48008738984,3.8786600980983494
"c(299963.084178747, 5048416.73929682)",2830,4,108709.05063501294,4.248889765104378e-7,1.1825432412399305e-10,169,562.014911743504,368.3792750361752,2451502,2.1625117980393747e-9,0,40198.66127614561,3.9461279194922874
"c(298863.389357985, 5048047.04939839)",2886,4,5090328.966973128,4.608074083085419e-7,2.2766122410363226e-8,162,623.854230515598,819.9517576781312,11188560,2.2633743938423016e-9,0,38799.68425727578,3.89462117273689
"c(299030.478553054, 5048320.82424491)",2890,3,46715.636292617695,4.3825088811542474e-7,1.956645182603172e-9,166,578.1130911517478,478.5654922378443,4979203,2.2329388892592206e-9,0,39120.42067666299,3.8509024719270326
"c(300518.172992644, 5045758.84574302)",2974,4,4675764.427889168,4.458443958474053e-7,1.7295802615557027e-5,170,597.636684324058,435.37985778387565,31772026,2.2405624223485403e-9,0,39747.10531990657,3.855878960003192
"c(300478.807982958, 5045266.4238305)",2975,4,792166.3153232143,4.3892163975857553e-7,2.1086755802667513e-5,172,588.9705810942196,751.3772055579702,31128029,2.2611702339755896e-9,0,39464.03338607346,3.8421300450370115
"c(300393.270016333, 5045815.5707373)",2976,4,4708656.735659083,4.4816521162361293e-7,3.109840172338272e-5,169,602.2215928828477,680.4369190747381,1694293,2.245382332140059e-9,0,39609.92329150109,3.8234795415184086
"c(300080.070890753, 5045958.42202283)",2977,4,3782982.7399588157,4.503360407536103e-7,5.490577178065933e-5,168,601.4982631265185,824.940226186678,2662332,2.2554700611365715e-9,0,39265.68361669746,3.8003000576402286
"c(299518.157267358, 5046215.0577218)",2979,4,2006031.89547376,4.579238921332797e-7,1.076220863937105e-4,165,603.560730155981,640.5717838419623,1014775,2.2844343093731093e-9,0,38687.86695246709,3.8257196630554398
"c(299330.78721792, 5046301.23368802)",2980,4,1503847.9790036543,4.606670920159483e-7,1.0956087751151221e-4,164,605.5956022645424,589.8319949543278,632219,2.298393850764371e-9,0,38486.14605849208,3.8584694476597603
"c(299118.556258206, 5046398.95867805)",2981,4,1019060.1379848388,4.635608706414848e-7,9.971001795492285e-5,163,608.665036779231,642.4277788692341,825647,2.313366088911882e-9,0,38252.495766888176,3.9021433532123875
"c(300495.253985928, 5045440.08579956)",2982,4,441699.55117296893,4.3937522600363187e-7,1.258351323925725e-5,171,588.4293607752245,793.4934279008551,31393778,2.252105968274784e-9,0,39592.90321965665,3.824831570138269
"c(300275.605027407, 5045534.43279044)",2983,4,936868.9694967614,4.4234478121627124e-7,1.447037919449357e-5,170,594.4660978746376,650.3821288084732,1993605,2.2639678873808078e-9,0,39353.847620302586,3.8331102253334364
"c(298845.110765099, 5045779.26017062)",2994,4,1005656.065038121,4.622922112083671e-7,0.00110724565986032,162,607.8637690034495,622.5312900041557,2194503,2.360102814877202e-9,0,37656.528087900595,3.9666588855504346
"c(300424.732987334, 5045115.91485866)",3005,4,2189116.124096775,4.4013619574441113e-7,2.4672761608167087e-5,172,591.5650202907203,529.1770049662118,31176552,2.27346376754007e-9,0,39304.10092179651,3.8881750228055494
"c(300237.744031053, 5045446.41280711)",3019,4,1972055.3515403278,4.436856433974252e-7,2.0404345811297603e-5,170,596.3821612703368,595.5992752545383,2154920,2.2713454302449465e-9,0,39258.02904591508,3.849035763152887
"c(299298.905804501, 5045586.67923909)",3023,4,1990989.0882167937,4.563594834923366e-7,8.960693883573543e-4,164,600.7134185544774,572.6439934676717,1894818,2.3295642533892742e-09,0,38149.49730279335,3.9419068032144398
"c(299089.327734041, 5045675.77343054)",3032,4,1487657.0359879064,4.592857005071433e-7,0.0010619121771245138,163,604.4892735918146,646.061935203206,1543332,2.3435213402887518e-9,0,37921.767357373516,3.9541067200566924
"c(299739.483116919, 5045415.53282925)",3043,4,1406128.81405565,4.4628472429868587e-7,2.405814793258196e-4,168,593.9073024935356,536.1754603215945,2714375,2.3040699352607274e-9,0,38623.7567598821,4.011910334743852
"c(300416.948014509, 5045884.21372449)",3050,4,4688326.743183716,4.5086882422428017e-7,3.4747954984744723e-5,168,603.7405448810064,596.7721626379015,1565861,2.241060126554905e-9,0,39675.63089751927,3.835132050459792
"c(299457.24654511, 5046576.45503563)",3052,3,73614.40414080326,4.4911120891755216e-7,1.1041222210676463e-5,165,577.8404707780679,397.22328498312527,1560951,2.2790530627723094e-9,1.944313882476469e-19,38749.40922949435,3.8993194376492166
"c(300146.39503987, 5045234.60584724)",3053,5,3787816.253483511,4.4317126264810783e-7,9.902848618878766e-5,170,598.6636363078213,848.7327218767737,2114775,2.289041474923215e-9,0,39027.36208847425,3.893426321368013
"c(299465.870018024, 5045516.38129579)",3058,4,2581623.3683612267,4.536997170274865e-7,8.002315274876718e-4,165,600.6100370243558,345.76360227985094,1720529,2.321324838607291e-9,0,38330.657107227984,4.086233317381741
"c(299968.421203681, 5045317.09436378)",3065,4,1734493.6625881204,4.451273687452928e-7,1.4167083739331416e-4,169,596.00937386897,544.6919544947147,768532,2.292219383124309e-9,0,38869.49066030545,3.9732395684077253
"c(299785.997131545, 5046092.70070921)",3087,4,3117014.2673024004,4.5278842962558474e-07,7.775837989071167e-5,167,601.4106363121809,484.1938770071197,260232,2.270877866547763e-9,0,38982.34702805288,3.922532451004085
"c(300341.726994241, 5044890.60790088)",3123,4,959838.2458879825,4.3180987929186636e-7,1.6600757894242316e-5,173,578.1578428461002,764.0547166308464,31184171,2.28628379336032e-9,0,39063.98130041513,3.894295944505345
"c(298690.377279188, 5044798.05597249)",3154,4,5817961.681281284,4.6384125496889944e-7,4.886367997965882e-4,161,607.8799447570809,537.205712448359,8870652,2.404089540165073e-9,0,37013.88807592364,4.208881122600909
"c(300050.641049213, 5045015.4948888)",3169,4,785075.488673594,4.3393247837063564e-7,2.4549203641034196e-5,172,581.5305270176162,581.1709791817484,2843963,2.302385519681068e-9,0,38788.22855726226,3.9316272038201507
"c(300369.551991907, 5044965.59388682)",3185,4,744268.3563252643,4.35353300086853e-7,2.1365537697629246e-5,172,583.149368279925,757.900143696917,31201840,2.2805905032458328e-9,0,39143.96549826708,3.8875014785917297
"c(298932.064224831, 5044434.24002806)",3213,4,1508276.5348944229,4.4827490368813695e-7,1.2408779410757184e-5,166,593.5014745450521,377.28224205471696,846364,2.3930409010271277e-9,0,37166.028923107304,4.218129729966488
"c(299857.972026628, 5043341.69718823)",3217,4,1454096.0681745107,4.261995065462113e-7,3.226673240812211e-7,175,572.7683448202685,636.7189519540354,40764840,2.3501970463625133e-9,0,37920.367502284986,4.086640218432989
"c(299493.8090983, 5043583.82715806)",3219,4,5705718.972436408,4.32635233121169e-7,9.179917176294048e-7,173,582.4935412894581,600.6936312562592,1692126,2.3725559077843468e-9,0,37483.92559915741,4.107695005721625
"c(299274.553141488, 5043730.79813969)",3220,4,6129243.927992129,4.348724193039867e-7,1.971345044382282e-6,172,586.4666963028284,686.5034962653377,266409,2.3787249745164234e-9,0,37264.02136492912,4.094238800956837
"c(298829.26022923, 5044030.50310217)",3222,4,207163.03959139207,4.3763101578535075e-7,8.400031790042892e-6,170,583.175707821272,561.2696664534321,531225,2.4039264772092647e-9,0,36900.422161532355,4.141533449993578
"c(299841.914027139, 5043273.41420072)",3240,4,292457.9594405702,4.2411141237158435e-07,2.6335646478814206e-7,176,568.1661096273232,612.7245993869188,40223613,2.3523708987697244e-9,0,37881.66122394849,4.091712532437841
"c(299585.230086903, 5043719.58113124)",3245,4,254283.83372130446,4.302963020335803e-7,6.651609944563737e-7,173,576.4678126119385,633.74073136369,1703448,2.3625599593292248e-9,0,37647.597155383126,4.086666670685787
"c(300034.432020335, 5044071.40005457)",3251,4,721995.2526735655,4.3623146616087083e-7,4.7411570295762743e-7,171,576.5075453088226,553.0512501212227,31492979,2.3266689305091063e-9,0,38362.523976120945,4.020501266077262
"c(299879.502050503, 5044164.86704341)",3252,4,1180588.3920994545,4.381489259436304e-7,7.270247588336874e-7,170,579.0552384234752,582.6704868234556,1581438,2.3341601976864927e-9,0,38181.58087248974,4.023410590545259
"c(299660.092093261, 5044298.25602743)",3253,4,2123353.3167693485,4.404265795679063e-7,1.1722400736662867e-6,169,581.9807321325745,841.8597312758309,4450522,2.3447948071758605e-9,0,37925.50278905755,3.959733465463303
"c(299430.984134942, 5044349.2520262)",3254,4,1294585.0155385039,4.413183414550619e-7,2.3863307418109366e-6,168,581.5965876067131,447.1652246239684,10923711,2.3587951803160237e-9,0,37656.97567584756,4.025344843689474
"c(299949.286024412, 5043750.38211362)",3255,4,120151.5600709149,4.2923871080728643e-7,2.533539025020481e-7,173,568.995236223579,556.9298629473684,41127507,2.3354669712080703e-9,0,38163.75811644266,4.056877705221889
"c(299715.07496069, 5043911.55691827)",3256,4,208597.38169900462,4.3135986196484416e-7,3.841632642611463e-7,172,573.3005935638682,589.7104894756353,1627146,2.3488355187528443e-9,0,37879.39961359249,4.047728806848316
"c(299316.3621492, 5044178.21605998)",3260,4,1935971.4453466916,4.3903359924134993e-7,2.08278366339656e-6,169,580.1964054609585,556.9317671030462,3988944,2.3688206228536966e-9,0,37451.07329449352,4.075769152272388
"c(299048.58120189, 5044356.28103779)",3261,4,2110834.1007151073,4.421392287588577e-7,4.808005718016349e-6,168,586.5364146834376,604.2715338943273,309013,2.379371135628706e-9,0,37293.15800401926,4.063335798123366
"c(299534.300081554, 5043295.27520722)",3264,3,46787.06940520235,4.2215129142412314e-7,1.7691939355964467e-7,177,563.8394463392791,611.7237064310336,1847108,2.369055508035121e-9,0,37461.58456876725,4.043689757641174
"c(299701.654060678, 5043543.46615816)",3265,4,310191.5428772976,4.2685170403468767e-7,4.853419718348889e-7,174,569.471304331655,569.009423731633,820005,2.3530692842480552e-9,0,37760.11884276526,4.050383132724767
"c(298874.231223604, 5044096.73208907)",3268,4,6493464.048924301,4.41633106230869e-7,7.455330559501039e-6,169,591.3861282629288,617.7902733466118,865040,2.400125248373667e-9,0,36980.47682652786,4.13315457168305
"c(300008.432022522, 5044001.45906769)",3274,4,1015399.6814731496,4.3453341322954355e-7,4.874058475527116e-7,171,574.9795233834966,552.4789069657438,38482636,2.3297623947670288e-9,0,38303.686322179936,4.027425800906821
"c(299841.549055033, 5044102.5180556)",3275,4,1226933.1026513604,4.3652719913672383e-7,7.655078042281615e-7,170,578.5553546870067,607.8132315204823,8570375,2.338188618819169e-9,0,38108.588913025924,4.027122967870111
"c(299615.911098971, 5044238.74803933)",3276,4,1219770.364015599,4.388642369094478e-7,1.26834218899907e-6,169,580.6816614068033,624.2108482965302,7112115,2.3482542418603796e-9,0,37872.48104442807,3.983262719823614
"c(299876.089026297, 5043426.01617286)",3281,4,446619.15174162446,4.2644414242722626e-7,2.936690813132809e-7,175,571.883449545827,593.9577830977896,41848294,2.3478799420510006e-9,0,37970.43135601411,4.084084851294327
"c(299320.061135828, 5043798.82412626)",3282,4,3590148.533316459,4.370537681027671e-7,2.1388438744934986e-6,171,587.8911373092833,615.8676769130905,941347,2.3747012898285166e-9,0,37345.86765294376,4.098455587403702
"c(299141.735170955, 5043918.42011131)",3283,4,6631508.853266234,4.390665620517405e-7,4.2782870797609545e-6,170,588.9503029153329,698.0118975555214,4763345,2.389369331194397e-9,0,37138.02715073556,4.137582180249891
"c(299096.846176521, 5043850.84112464)",3293,4,3277720.956576105,4.3672623030146337e-7,3.7216431565271462e-6,171,585.8783656362956,401.3374416606196,4079327,2.3933995207675892e-9,0,37056.88976754058,4.167084241723208
"c(299640.148080028, 5043800.27111527)",3301,4,242770.70258118236,4.3054955776102176e-7,3.9573752643389326e-7,173,576.2267788022041,461.5366820384645,1840808,2.3567145593358652e-9,0,37745.21994225188,4.077920071696088
"c(299372.887113362, 5043403.80619364)",3305,4,4081180.877624213,4.277004471608175e-7,2.5054173872722694e-7,176,577.712181917102,433.57738815182324,4348246,2.385746573717023e-9,0,37267.05753876523,4.1361992024275605
"c(299541.985092287, 5043655.15914396)",3308,4,327542.20262675313,4.2985146482632926e-7,6.966562609388119e-7,173,574.3168685946313,308.3552349361593,2341547,2.3683442813025673e-9,0,37570.00503525143,4.227447546874149
"c(299453.163132301, 5044385.88001904)",3321,3,2103368.048757202,4.4265493808142726e-7,2.107602455967189e-6,168,581.6418563239966,400.9932758861774,4439589,2.355217657621671e-9,0,37699.79599926048,3.995614245669184
"c(299395.348066941, 5042136.62041475)",3324,5,2251245.9797599143,4.2007063907866746e-7,1.8169625810645235e-8,182,581.6820248607874,560.6479344499517,7495476,2.402411715519928e-9,0,36868.798570766645,4.3948023562467835
"c(298392.860263683, 5042786.16633462)",3330,4,429751.32239758654,4.237275567402978e-7,1.8152834709663102e-7,176,565.9132973658247,336.34261021086127,4438433,2.46692335947181e-9,0,35780.23515802867,4.342127084372509
"c(299102.697572118, 5043004.42754761)",3336,3,85198.87936585562,4.1776172458724096e-7,2.1881770164982596e-7,177,556.7964176154386,188.76806005299278,3305801,2.4096711150995257e-9,0,36783.716835301726,4.1836844573737295
"c(299448.810060302, 5042216.96939889)",3354,4,1194789.2160371786,4.2047176090630163e-7,1.0306712563965932e-8,182,580.6116252657597,390.75541410742403,7572707,2.397924172636117e-9,0,36965.34222741366,4.336279227713756
"c(298994.638161146, 5042860.36130146)",3359,4,74627.22984772026,4.17548738376487e-7,9.389720886815893e-8,177,554.5849704482791,222.24931536058932,3156678,2.4208969441972346e-9,0,36601.5320077376,4.309532745298265
"c(298996.460149051, 5042509.01736292)",3366,4,834787.7875822834,4.2390088858104265e-7,8.435680838628732e-8,177,570.0961503290234,518.8032618287181,883226,2.422941748615295e-9,0,36445.5950316843,4.229396841948418
"c(299783.245028639, 5043013.06324827)",3371,4,5645539.979283871,4.2589746177889706e-7,1.368280708683721e-7,178,585.6278993362213,1222.7639018876828,40826386,2.3610548926443917e-9,0,37726.151131609695,4.098151676807276
"c(298960.134180399, 5043255.06823352)",3378,4,292244.5144309525,4.204429450514706e-7,8.862692675025584e-7,175,562.2754274372247,398.84458814979035,364452,2.4082936377914462e-9,0,36693.77527344469,4.175682240201644
"c(298632.34608551, 5042745.03763379)",3383,4,2292494.2578747952,4.26280354358333e-7,1.4821903752803022e-7,175,571.2559477167381,555.6797681702116,920836,2.445827256820309e-9,0,36086.511634875766,4.271742854541733
"c(298796.242200655, 5043006.0882826)",3388,4,222121.5991659536,4.1997219784050296e-7,3.2106911646364744e-7,175,559.3430291261527,266.64055196679743,643089,2.4266898201834104e-9,0,36395.69194430445,4.268171796885976
"c(298847.832194287, 5043084.7062671)",3389,4,853505.8099123635,4.2413371748537906e-7,5.2117213475849705e-07,174,566.8907763882942,425.6437368558031,504845,2.4208323870122872e-9,0,36489.72642264442,4.217877642678437
"c(299319.613264902, 5043321.6813098)",3391,4,5369453.068743806,4.269497514298547e-7,2.8906743779559666e-7,177,582.9617534090222,794.0181283989335,3305035,2.3906851308630506e-9,0,37169.1664874948,4.14502083587922
"c(298322.780482136, 5042673.36558171)",3398,4,133715.684925279,4.1549686985433094e-7,8.896323711883017e-8,178,555.9477524888055,411.9038386173204,5362198,2.4763530987959722e-9,0,35647.36979544564,4.337846371379993
"c(298361.660267456, 5042736.21734441)",3399,4,711563.7803149701,4.1964809150342703e-7,1.3843183577518583e-7,177,561.7061842935677,374.23123091859964,4490231,2.4707919993055957e-09,0,35721.28482125537,4.329668140150532
"c(298442.780802624, 5042865.39439407)",3401,3,2196163.841541412,4.274865288307602e-7,2.0803515242045103e-7,174,568.3325251086022,280.49166769928104,4563257,2.461462168386816e-9,0,35873.89319489415,4.359670113338743
"c(299806.425028038, 5043115.69922953)",3407,5,205434.7299269109,4.21341982641553e-7,1.806471634547684e-7,178,567.5787365352991,685.7416872195346,41955551,2.3583178258862396e-9,0,37787.62087965808,4.117898204992218
"c(298818.919953892, 5042624.00967374)",3421,4,1357243.3125995593,4.247911514303992e-7,1.2028070559893645e-7,176,569.7010372845223,543.0075593138777,2379518,2.4378005848709764e-9,0,36301.58108342358,4.2588219035005475
