geometry,node.id,deg_unweighted,betweenes_unweighted,closeness_unweighted,eigcentrality_unweighted,eccentricity_unweighted,harmonic_unweighted,deg_weighted,betweenes,closeness,eigcentrality,eccentricity,harmonic
"c(299058.488073039, 5040564.07670148)",4164,4,442011.5891418654,4.151722196643e-7,9.004322412538083e-12,178,562.4099235327683,534.5136272551405,30047790,2.4058793953965312e-9,0,36248.13605248184,4.247288130135132
"c(298960.927085309, 5040421.79172968)",4166,4,51738.484663694406,4.124056570508789e-7,3.890734471561901e-12,179,558.4163412169387,363.2172186215827,25381962,2.4066248285993706e-9,2.497502910077985e-19,36075.48229419802,4.201863358766842
"c(298917.375090803, 5040358.74374218)",4167,3,88809.51201382278,4.142091980122929e-7,1.7266428498940668e-12,178,562.2495475323075,240.75361586575906,24343906,2.4077403579143044e-9,0,35998.854458467256,4.194920268634881
"c(298760.209110721, 5040133.95578683)",4169,4,1263674.0304295847,4.1599431585366817e-7,5.704550202779599e-13,176,570.4265720214019,662.71040509557,24815845,2.4118808277272203e-9,0,35724.549645484985,4.152673542160016
"c(298596.34013137, 5039895.95583402)",4170,3,323801.2343376929,4.1246825541189286e-7,2.0892679040984311e-13,177,561.3246334534018,294.45388816131765,24883981,2.4153837312525304e-9,0,35435.53209904831,4.2026471116813084
"c(298547.033137594, 5039824.61984817)",4171,3,89439.95127672797,4.1037106161762527e-7,8.772534470024904e-14,176,555.3829546007485,293.7972217696056,24914365,2.4166372022856497e-9,0,35348.813227358616,4.1869598797241
"c(299916.887955076, 5040323.8017148)",4183,4,101620.60657855993,4.2588875530178264e-7,2.5939347793284632e-12,178,582.0738941337107,239.76542725959865,316512,2.3094558433191363e-9,0,37316.59407774332,4.313864746084653
"c(299506.600116225, 5040607.00265394)",4187,4,70328.78717072308,4.156298433865187e-7,3.032225683388187e-11,181,566.3292566720638,371.5784343626677,2434062,2.365149778946077e-9,0,36850.56884272658,4.286073534420709
"c(298514.341122841, 5039213.31895639)",4192,4,263508.05541864096,4.1679934779238057e-7,1.2015008892015031e-14,172,568.41454977087,436.9411490297536,3768571,2.3749380830823887e-9,0,35538.04898972979,4.172976500430279
"c(298605.685110596, 5039324.2029339)",4194,4,312789.7830045427,4.153418990677651e-7,2.0203410126471752e-14,172,565.5606075568207,451.8832018544895,3353530,2.385870905731417e-9,0,35409.40941027394,4.175705750855875
"c(299048.657053696, 5039935.49481194)",4197,4,618745.9140204864,4.163703497677486e-7,7.49944204194738e-13,178,576.5120067345673,486.43423024096194,3133977,2.378533368958549e-9,0,36037.45698601785,4.178649073365417
"c(298902.398082617, 5040036.27779919)",4198,4,1482670.614999241,4.1590279187226127e-7,7.114960580417704e-13,177,574.4614164697379,537.3065658389673,2304075,2.3928357605113878e-9,0,35896.37854445485,4.157650764005304
"c(299391.892010283, 5040428.837714)",4200,4,245064.90452764375,4.154350747679276e-7,1.1508448408165617e-11,181,572.7782842424574,386.23047230034933,2673644,2.3704070624321927e-9,0,36638.627960794554,4.321414135667937
"c(299345.955016083, 5040362.52572716)",4201,4,560854.1792531502,4.1713577060202284e-7,8.356664327511739e-12,180,576.2934695261176,457.9752930737478,9213232,2.3723994452124573e-9,0,36557.94981083333,4.332601780759241
"c(299767.07743719, 5040053.95319211)",4213,4,2392172.263405277,4.317125692251105e-7,2.9681873263594323e-12,175,599.82550393499,409.8335366734202,595758,2.31293715158005e-9,0,37065.11475557749,4.294413003211037
"c(299705.76101974, 5040108.88533453)",4214,4,2222983.648651058,4.296828339129755e-7,4.88953910604745e-12,176,603.8165560699991,353.37898091883505,576880,2.319881225145677e-9,0,36994.75925825713,4.288316951144272
"c(299641.296632638, 5040157.74342814)",4215,4,260426.50558797675,4.25260472039124e-7,6.581675082150204e-12,177,592.3205312036227,294.3778558190914,458152,2.328079857880175e-9,1.8008154170607322e-19,36913.77471742068,4.302042227187217
"c(298826.921588836, 5040724.04390622)",4218,4,455307.12502181303,4.153213715240716e-7,9.143464453503845e-12,177,558.3211201969809,500.385925297638,1291340,2.3888917996922323e-9,0,36376.54401471868,4.099376965376635
"c(297792.415258264, 5039491.85493173)",4254,3,617752.9260663283,4.09309331434138e-7,1.1573627988310125e-15,169,542.7056074391193,359.37183500388585,6680532,2.4392712821191973e-9,3.9199269105232024e-20,34443.55841178304,4.122444852432825
"c(295408.141990087, 5039503.4885093)",4275,4,1362190.2417336323,4.3893763047421067e-7,5.016727184773057e-16,152,566.1169875851546,423.5412171472302,12038803,2.55447969609098e-9,0,32002.248017364185,4.067677046877779
"c(295287.147818772, 5039580.09239991)",4276,4,1631343.001264558,4.4229450002366276e-7,8.071072057676047e-16,151,571.5398171224983,691.2931831864414,12068893,2.5674143334497828e-9,0,31859.040156511957,4.038266768044823
"c(295155.877404474, 5039663.38341469)",4277,4,2418528.1521012876,4.46265206486911e-7,1.6591417994041657e-15,150,579.2006512082053,635.4116930101171,12353791,2.5818893107573125e-9,0,31703.575096416982,4.050659421282026
"c(295084.112263517, 5039708.70853415)",4278,4,2071930.344455166,4.5018946223518165e-7,2.032068526421292e-15,149,582.8255133480027,568.6065270238577,12199545,2.591164575925709e-9,0,31618.69480884606,4.062229553641673
"c(295010.587567905, 5039755.20775345)",4279,3,44066.8084843855,4.463038454431931e-7,1.3989697550997426e-15,149,571.3116509673413,484.47083467706153,11959911,2.5960606773601742e-9,0,31531.69978534414,4.051006640441692
"c(295606.387420249, 5039647.00517755)",4284,5,740251.2853252003,4.313717708587663e-7,6.418108983696963e-16,156,552.373709344585,541.9112655687032,7002177,2.538392274674306e-9,0,32300.852522100107,4.046441141407047
"c(295537.395608936, 5039696.10592125)",4285,3,331029.4891763371,4.345749574442473e-7,4.524519801774649e-16,155,553.7485225830171,275.1327442097348,6870700,2.545298510175732e-9,0,32229.596548472717,4.009042395286309
"c(295294.619732487, 5039880.73249699)",4289,4,709753.315622474,4.455067304929309e-7,3.5298731909622314e-15,152,573.449319429949,589.874927044744,785214,2.5710480719819e-9,0,31953.406659401673,4.013642147099417
"c(295227.816680851, 5039931.69981529)",4290,4,2418062.497819681,4.494963842510851e-7,5.10852453009765e-15,151,579.4613373045878,807.6718636467735,930350,2.580814170628436e-9,0,31869.331089265168,4.009761207481746
"c(295535.214998961, 5039535.48447446)",4306,4,289016.047344008,4.331040480502955e-7,4.711266521663353e-16,154,554.2217337401166,249.58199216465033,6082058,2.54422432901852e-9,0,32168.32172412745,4.17344102168175
"c(295233.575200294, 5039044.88487048)",4330,3,729164.620279163,4.3214539445367316e-7,0,153,563.6665233260895,487.6301213280317,9075306,2.52656783311046e-9,0,31821.603071548907,3.9506051116457277
"c(295130.084702993, 5038883.48812721)",4331,3,709562.2495408403,4.338818322829777e-7,8.720173039641436e-18,152,572.0705665901078,337.84152753118417,5420637,2.5261074603509805e-9,0,31629.875561496297,3.994115441204385
"c(295090.141707875, 5038820.57313956)",4332,3,6827401.760816719,4.3698100312485115e-7,2.4228011559055074e-17,151,584.3290413915418,887.5677740863013,5440017,2.5261865117330624e-9,0,31555.35197562435,4.011661253563872
"c(295496.483688675, 5039473.96843653)",4347,4,246113.34733202396,4.35196613125878e-7,4.2392237619358245e-16,153,558.6473736341429,201.3907484601527,15078091,2.5476483325481772e-9,0,32095.62778211771,4.253207049135731
"c(295549.901699569, 5040980.20074589)",4382,3,240200.19044081055,4.563178344980846e-7,6.3103486351345e-14,150,562.5996908301686,324.9112164953867,1622122,2.5810887759457332e-9,0,32541.18733498571,4.010209437060889
"c(295504.963115065, 5040909.74048473)",4383,4,688184.7668646474,4.6230332460812857e-7,1.0139455315807795e-13,149,576.6694426477245,678.7059904539715,1792588,2.589439706340438e-9,0,32457.611409304594,4.024253090453185
"c(294604.435843037, 5040331.87489096)",4396,4,1165651.9842180335,4.6847360057566037e-7,4.0591470465176364e-14,145,593.3574438570405,768.7318691283297,3252899,2.642942825899675e-9,0,31141.157956299463,4.07525964253471
"c(295216.909265305, 5040458.22389842)",4421,3,983791.6874485345,4.553993282859908e-7,6.716215677731004e-15,150,569.4072702516594,504.0320810099775,1230496,2.5966714252316374e-9,0,31940.87978705562,3.95876947109121
"c(294776.087707891, 5040626.83775857)",4423,4,875439.1986701902,4.7051051802737523e-7,5.722906885150799e-14,145,594.4795563990053,727.3426261059928,3253158,2.6327319835844536e-9,0,31452.181257515844,4.022171271071898
"c(294191.258658786, 5040289.95766205)",4465,5,2572284.8580973526,4.829228810792747e-7,1.743937693854704e-13,140,608.0617597349857,706.7613702380025,20606673,2.672114787035017e-9,0,30552.894617349604,4.183531179673873
"c(293934.743161166, 5038714.47917162)",4483,3,594115.1387214363,4.787080244868729e-7,8.067105823244508e-16,139,615.7285769256358,206.05842125040766,2823272,2.5705945146387932e-9,5.838555323164687e-20,30280.597561894934,4.329853727008144
"c(294470.266859134, 5040111.686934)",4492,4,943163.9512911665,4.6886611762444294e-7,3.236830179566642e-14,144,594.5035809366385,744.9631061231102,16652576,2.6539305108563182e-9,0,30883.996997835722,4.141568994942717
"c(294260.141130298, 5040246.07041745)",4493,4,766413.4784687988,4.801747836212381e-7,1.2314451371959574e-13,141,604.0673283896797,743.7004140425272,14095917,2.6649440358079094e-9,0,30634.57042045092,4.133576996258649
"c(294980.913639201, 5040088.763596)",4497,5,1175016.7754424207,4.5226214742208314e-7,6.091446771059143e-15,150,578.8690237507823,763.7926095595523,946803,2.6064318364457236e-9,0,31576.703852684634,4.051370915204937
"c(294677.843916257, 5039612.32868957)",4498,4,172437.12353714812,4.527285724698471e-7,3.37849983348113e-15,146,576.2836948527438,798.2231331243408,1402932,2.593752707889691e-9,0,31228.18489016208,3.99556695969132
"c(294278.088070098, 5038982.16113829)",4501,3,64423.87703872129,4.577161793515077e-7,1.9892792907269657e-15,143,587.9533019418608,465.5820646598271,1337715,2.5655374676625314e-9,0,30822.635257523947,3.9959147159288655
"c(294184.618060987, 5038818.77319503)",4502,4,1181235.1789275717,4.636403930928709e-7,2.500209132038974e-15,142,600.9418551653627,635.591762468413,1516627,2.5606843568747866e-9,0,30643.161497499266,4.024941180620245
"c(294069.673244803, 5038630.48673185)",4510,4,653633.1476591569,4.752411254660333e-7,1.098682969673993e-15,140,615.0067106000794,399.310792141537,3064223,2.560029542060785e-9,0,30439.53681392461,4.113969936634173
"c(293690.612953977, 5038869.94217749)",4512,4,5378639.371372369,4.883086696762758e-7,2.5171550883383155e-15,137,633.7132298872469,687.3245406567776,6962061,2.596400784389548e-9,0,29991.16971542197,4.111898586780799
"c(293445.159002054, 5039026.48815822)",4513,4,7446832.950371456,4.9228442618835e-7,2.6217520541259173e-15,136,635.6613047367762,622.1811259834279,15733637,2.61091446381606e-9,0,29700.043668627488,4.116690661311452
"c(292657.649158332, 5039590.72608553)",4517,5,8806217.778281657,5.395186630295915e-7,0,126,678.9434534423017,910.801760035568,8191706,2.6512349186641717e-9,0,28729.14850799053,4.047855291079944
"c(292287.990233927, 5039923.42803952)",4518,4,434785.7614060283,5.477642181788703e-7,0,124,681.1576103552616,171.11833420377445,4409539,2.674896325423212e-9,0,28242.31062737526,4.166614088627534
"c(292771.60913232, 5039406.71111399)",4522,4,25024476.793850236,5.409393736787555e-7,0,126,675.9466073610648,442.7138446382607,7077980,2.643023785638697e-9,0,28894.593667735902,4.118238863887744
"c(292617.965163825, 5039547.42209444)",4523,5,30450485.163370203,5.47014830666089e-7,0,125,688.5665323803689,868.2534704337861,8285572,2.6480152838504974e-9,0,28686.252483439665,4.033949473753912
"c(292436.19320091, 5039708.39207227)",4524,4,22217636.489513613,5.502154093327538e-7,0,124,689.2939703228561,699.5278918071031,3799504,2.645696453619115e-9,0,28442.848872949664,3.9547687694821185
"c(292240.99224086, 5039885.03704781)",4525,5,24387540.060724556,5.536589660086614e-7,0,123,693.287893095776,641.1622401763683,20780168,2.672007091911984e-9,0,28179.586649880195,4.050094860051564
"c(292477.895195148, 5039754.17306287)",4528,4,4724082.303884618,5.425815269437848e-7,0,125,678.8011789642873,721.6662557908614,7097092,2.6498231028447486e-9,0,28486.18042256554,3.9766049115095496
"c(294536.62089351, 5039389.76818326)",4550,4,282945.3810921763,4.5355875808355095e-7,3.3589791186651075e-15,145,579.8237786661804,563.5066188819983,2436583,2.5922563171528254e-9,0,30965.06648593363,4.0684570757433995
"c(294184.32089251, 5039614.29803065)",4551,4,479741.0670899012,4.7033967460960633e-7,3.178453593614905e-14,142,599.4369838884178,707.5927113991866,3397866,2.6265054297420834e-9,0,30547.65873192601,4.03363618388195
"c(294325.233875345, 5039837.87998679)",4555,4,657260.4129797698,4.69465494755601e-7,3.407145400138119e-14,143,597.4631731781684,753.0203039047693,4254953,2.628141578847604e-9,0,30811.20297006975,4.03031491787981
"c(293926.894923887, 5039206.10211073)",4558,3,387712.22865301446,4.7008717766709835e-7,1.488745228356727e-14,141,601.7384368889553,501.0964232499126,3253960,2.6003187936571774e-9,0,30383.341674675274,4.003281968805014
"c(293819.608937519, 5039052.53014121)",4575,4,620795.9153523948,4.731214947611257e-7,9.968002137075944e-15,140,612.7415529190816,546.3041179083577,3526984,2.595307244767653e-9,0,30209.71076034789,4.037813021730015
"c(294043.999882941, 5038590.03821479)",4585,3,76605.36283886165,4.703903393113674e-7,3.6823129017992195e-16,141,605.1176539651051,144.977096981127,4131457,2.5579181248051047e-9,0,30409.256578062752,4.126102447250974
"c(294043.310909695, 5039390.62407453)",4588,4,431687.34831526055,4.715239607258263e-7,2.461242580713178e-14,141,602.6033182120765,661.9747877203763,11335888,2.628214946029045e-9,0,30283.731169203882,4.078659322599347
"c(294637.35327637, 5040003.9431223)",4593,3,208079.7102153084,4.578624599484813e-7,8.008778404738067e-15,146,579.0623210274892,464.97230568930013,13640148,2.6363066062395153e-9,0,31082.810592693026,4.11824710621379
"c(293258.701038488, 5039142.86314403)",4609,4,9525364.570176162,4.962220136987049e-7,1.9002664824701182e-15,135,636.3085296539032,389.0537133911624,6527688,2.614797862058752e-9,0,29480.22371815243,4.12643913003324
"c(295726.586575271, 5038177.88623099)",4631,3,746135.2800810846,4.3367898994428524e-7,0,152,576.0466579039397,553.7544056758461,4539589,2.4464070927875657e-9,0,32429.72029734377,3.9187196936129887
"c(294522.647776907, 5037916.39231693)",4652,4,529400.8099482633,4.667063367052866e-7,1.7993286932251232e-16,143,612.7607750342077,515.2524820607559,381538,2.447594486734788e-9,0,31478.018126602463,4.075332634987677
"c(293505.23097637, 5038569.48223631)",4655,4,4185785.974980455,4.801208368122089e-7,1.937659595308332e-16,139,623.4473405299235,759.9185687752419,3319253,2.54598690327312e-9,0,30272.45119902244,3.9575674702444608
"c(295213.998655441, 5037896.14629746)",4676,4,1460385.781797108,4.47371646837664e-7,1.1623036859494007e-16,149,597.7857745157104,158.29776371023843,12394585,2.46668783479168e-9,0,31799.591680214853,4.250029062399281
"c(294710.447729149, 5038218.36015775)",4683,4,352019.7003757315,4.578270338622609e-7,4.844920908306423e-16,145,603.4557186339458,417.9447663004361,2743267,2.492317950055173e-9,0,31201.729106660914,4.192370714105692
"c(294462.289797803, 5038377.6249131)",4684,4,364833.8752627872,4.6096735844038146e-7,6.168605283814121e-16,144,606.4308520282444,503.46388961513577,3879338,2.5187125912640693e-9,0,30906.83972598764,4.101541968932099
"c(294307.660833229, 5038480.24022526)",4686,5,1356606.898843463,4.6904359197335084e-7,8.441372591919366e-16,142,614.8795519627473,613.700367977585,3114096,2.5370310076420688e-9,0,30721.254217039026,4.116553764729542
"c(295190.927658301, 5037860.99430439)",4688,4,2234813.4484009543,4.5092310723898427e-7,1.8743378006680627e-16,148,603.6256288189743,532.1679991074398,14207333,2.4654337184615564e-9,0,31762.563396090325,4.228185920809802
"c(294872.103720821, 5038065.63227914)",4689,4,1453245.7887092503,4.535204982194785e-7,1.7121129153643349e-16,147,603.68020530214994,627.3093675536069,6963377,2.4751943679164944e-9,0,31383.715702899946,4.077544340633459
"c(294442.133860088, 5038340.47944528)",4691,4,1157309.42852524,4.622430621938795e-7,4.53979404659292e-16,144,611.6038091129559,630.49051526681,7855216,2.517209283958186e-9,0,30873.375028890525,4.085406689195016
"c(294282.324836324, 5038440.18623312)",4692,4,1130224.8012845542,4.6544360499104487e-7,4.293743389263247e-16,143,611.3664549684958,644.7469999324558,6890564,2.535213719675822e-9,0,30684.9617288189,4.094347056271589
"c(293912.133233909, 5038678.24605372)",4696,3,37997.43339072058,4.731297771322185e-7,3.1092614079342393e-16,140,605.349733288648,138.23618955696588,3923587,2.568729860050223e-9,6.190315361378483e-20,30250.53925567729,4.35776898461126
"c(293672.018955951, 5038831.58318484)",4699,4,1470105.7436187416,4.835772335707053e-7,1.0345416313064043e-15,138,624.6386951720932,336.02989592453594,7134592,2.5942162752523482e-9,8.954977334566574e-20,29965.63868789969,4.114691434962377
"c(293427.274003881, 5038987.49516565)",4702,4,770144.0353793153,4.873318096092086e-7,1.0718701863793603e-15,137,625.5820793912775,321.04851715073016,15141859,2.6085901795238967e-9,0,29675.445537394615,4.11597777467311
"c(294930.644112331, 5038568.2426141)",4736,3,5882070.349937623,4.447290710499164e-7,1.9745392988071702e-16,148,587.6903449093367,339.6476209188237,690595,2.49863351604576e-9,0,31596.76579118529,4.0219238517919536
"c(293455.785632441, 5038492.25467649)",4741,4,5136010.622229008,4.734205152992941e-7,8.022214834758745e-17,140,613.1221665738349,755.6440735088477,3237754,2.531100890105519e-9,0,30363.780107783434,3.9273190228642556
"c(295046.110713251, 5038751.1071532)",4750,4,6982409.642028072,4.3962189000484465e-7,1.145047645839875e-16,150,588.1583011192997,631.5745096976577,13502422,2.5249770450754303e-9,0,31473.106243541926,4.031425560479
"c(294809.324742141, 5038376.55322673)",4751,4,6085242.430980726,4.4901199400838393e-7,2.7107648319143935e-16,147,594.1286642987002,430.17809605610626,705050,2.4912537260819117e-9,0,31377.0006726666,4.04370116072418
"c(293222.834043643, 5039109.53615106)",4757,4,19692298.858550373,5.022947334899488e-7,7.031529427177913e-16,134,639.5047759173447,412.3082512224805,7152946,2.6124927972789046e-9,0,29437.234586312556,4.102626311323995
"c(294225.121775804, 5036320.35260664)",4789,4,308906.08511706465,3.916727245381395e-7,0,161,508.53061968323533,488.4585141980513,1976674,2.285095034214725e-9,0,31405.59505687632,3.606313119590159
"c(293991.835820812, 5036447.68959207)",4790,4,266924.8491414307,3.93135693536574e-7,0,160,509.93342518923424,740.2001398124892,1073438,2.293150291796606e-9,0,31606.9763205534,3.6030203445318816
"c(293705.895876051, 5036606.0655738)",4791,4,589597.9550204936,3.954172719846072e-7,0,159,513.0947938802036,799.5468160834006,1266788,2.302237488791245e-9,0,31874.303063311283,3.623219027597027
"c(293421.605805971, 5036763.60520563)",4792,4,1091150.5079704144,3.9748629665992263e-7,0,158,514.2191439543622,677.2537347165573,380228,2.297251764302691e-9,0,32033.48708458256,3.6317252757361667
"c(293897.893869663, 5037423.19542417)",4806,4,290944.17285977147,4.263497807709427e-7,0,151,555.172208199513,643.4281530099826,3018589,2.381241194799672e-9,0,31962.483712223573,3.7920192714053957
"c(295621.46156204, 5037229.84440068)",4827,4,4924911.503449748,4.4610793135291154e-7,0,152,601.8973169829,507.7329584493733,2393350,2.3883055896409246e-9,0,32684.74017317801,3.9119993784870224
"c(295449.86360772, 5037700.79432384)",4869,3,1496487.9135880175,4.392669513116511e-7,0,152,581.9678157882522,351.3438682413678,3699587,2.4355129511512395e-9,0,32106.84351067006,4.003006964685151
"c(295402.228613345, 5037619.81433962)",4870,3,52350.282471351624,4.378385312794036e-7,0,152,575.6873852489235,141.46978899490784,108557,2.4312150404924794e-9,0,32088.36092469595,4.056888084909496
"c(294957.526642604, 5036164.68060957)",4891,5,455403.04110100586,3.973803100440655e-7,0,161,517.6595407748694,770.7903415983859,5974204,2.2833043729642414e-9,0,31460.28360462777,3.6192703296344613
"c(294890.431652672, 5036114.80762054)",4892,4,442339.1946403356,3.95841448083019e-7,0,162,515.9899967169711,503.9613224610082,5993021,2.278452470313894e-9,0,31376.68109123124,3.5999448731451946
"c(294714.809679019, 5035984.05464932)",4893,5,2038810.0393713564,3.9449474690795017e-7,0,163,517.9678291949455,919.8471065464935,8301288,2.2720516539746173e-9,0,31157.72409529056,3.58911460176721
"c(294125.364830388, 5037437.37741411)",4909,4,3235215.111758532,4.318742174979022e-7,0,150,565.2217209280511,595.2409752253441,7068651,2.402335384458372e-9,0,31864.386717601887,3.879830858833802
"c(293833.706806548, 5035186.84781844)",5036,4,506937.77663018997,3.9205953972994155e-7,0,160,499.5088202002697,554.9009500539039,7783070,2.2254156002496503e-9,0,31622.602853978813,3.46728175363592
"c(295944.327510658, 5037381.05036341)",5090,4,111588.15095445167,4.307697079295226e-7,0,157,582.2508763224588,744.3739524715287,3659763,2.3997643825692007e-9,0,32695.777362207442,3.9673593366583173
"c(295784.256530125, 5037125.86541349)",5093,4,9842570.020720791,4.44658473389636e-7,0,153,603.2184198124374,657.9306627194601,1210730,2.3749339001784652e-9,0,32756.30019676233,3.9133958884485947
"c(296291.323147594, 5037158.42489087)",5099,4,195360.11185536612,4.302920435128526e-7,0,158,584.3265032128653,841.0820117200291,8662232,2.3777939412473272e-9,0,33108.051562076544,4.005296702062755
"c(295783.197542264, 5037484.45935065)",5100,4,145557.00320352864,4.320451331627907e-7,0,156,581.6573248966066,567.0773256371807,4820650,2.4133653096874088e-9,0,32504.318436256548,3.964328669552664
"c(296043.693479284, 5036960.89943376)",5105,4,10983294.682308905,4.432859903895597e-7,0,154,603.2762793337097,605.3139601878426,6499286,2.366182375899221e-9,0,32807.09338677687,3.98217747334059
"c(296485.030061691, 5037396.69831763)",5110,4,344187.3681169866,4.187936147375148e-7,0,160,563.2376111170863,851.0549958084052,4903761,2.3733606699214344e-9,0,33415.13235049071,3.9293094430288042
"c(296628.067922107, 5037109.42513823)",5118,3,520240.60506016045,4.2739791600776156e-7,0,159,575.0129094625927,445.9827904807738,4996374,2.346172205577253e-9,0,33109.22061067912,3.935223978698197
"c(296430.781818945, 5037330.01298113)",5141,4,418575.3246996545,4.2316901116404483e-7,0,159,568.7012127121254,881.3389342081745,4883401,2.371831751346552e-9,0,33329.16732942161,3.918239222588461
"c(296110.897474196, 5037010.61324781)",5142,4,1339565.8787224155,4.378222371665546e-7,0,155,592.5231918845212,279.98382667102493,6114840,2.3744286218609426e-9,0,32890.699753844434,4.045897060527786
"c(296633.989363344, 5036578.16148118)",5158,4,3395794.3991105715,4.3537377055889365e-7,1.248912108358604e-16,159,590.088381690124,555.1004485057114,4616597,2.300192366712956e-9,0,32757.733846004954,3.7606326121194114
"c(296392.116410754, 5036732.00046228)",5167,6,3887458.7438022206,4.3626553214360816e-7,1.913733647583362e-16,158,594.1138294387965,762.988517174676,5201281,2.3317561533793035e-9,0,32650.26765953514,3.908277172451278
"c(296677.854050445, 5037170.52200085)",5174,3,334915.8344299803,4.2268320992392545e-7,0,160,566.3850641408051,456.02514566523143,4998088,2.3469087885646687e-9,0,33188.03434629394,3.9113480668980043
"c(296168.388460576, 5037053.40441338)",5185,4,1274026.5950264744,4.3288900163242443e-7,0,156,582.4503416983665,270.25805448132814,5729351,2.3741812030488915e-9,0,32962.382614142974,4.203357497209138
"c(297929.35511681, 5035976.64154341)",5342,4,104000.32072400705,3.9501818861249465e-7,3.7247795963846165e-17,167,547.3215126636078,413.7866554850022,4168452,2.1620094640357234e-9,0,34175.39912062133,3.644568837339478
"c(297765.555145781, 5035986.61254714)",5380,4,119516.26407457287,3.937432620684279e-7,6.740123751294237e-18,166,543.6996827712966,542.1729307462093,1119832,2.149040560593133e-9,0,34011.29530119147,3.5419070057149966
"c(297579.89317861, 5035997.72655139)",5385,4,105650.01968395237,3.9256805854288943e-7,0,165,538.4733435589524,471.27377138981234,782146,2.1364632958978282e-9,0,33825.29436490786,3.486469154460295
"c(298467.639908284, 5035844.58642357)",5402,4,7929004.196365492,4.1194661666184003e-7,7.722713165615287e-17,164,584.5095052298691,219.23339326702347,5395321,2.1272276229602305e-9,0,34806.28082371067,3.774795159098022
"c(298466.539021766, 5035942.92853136)",5417,4,9390117.838162212,4.1688970265758847e-7,1.5049764391569016e-16,163,594.2955819980855,470.09916125193104,5423937,2.139900304946264e-9,0,34713.82168473112,3.7038327240152347
"c(298997.213016884, 5038568.26305328)",5480,4,732681.2954985161,4.2163777604625196e-7,0,170,581.4343390144192,551.1488611803852,580229,2.2915621768119397e-9,0,35954.90505445966,4.065798542989217
"c(297859.734162595, 5036982.33736937)",5519,4,335841.58157016523,4.007070074439341e-7,1.5197441572639234e-16,166,542.0785409230111,517.1720191838156,8664558,2.2751777805036496e-9,0,34267.19940922649,3.9360770436250494
"c(297699.279182481, 5036738.15741755)",5520,4,281068.154040802,4.014566452917767e-7,1.6252875125143866e-16,165,543.8843224004352,551.2734388348731,9919304,2.2653941384439397e-9,0,33974.92427791388,3.9000458651408465
"c(297500.858212621, 5036602.19644802)",5522,4,1297258.453998651,4.060199769949081e-7,1.3845674467847403e-16,163,551.3439859153062,456.8749552721672,7687418,2.2525709048329612e-9,0,33729.76601566239,3.7841178671015077
"c(298787.211217527, 5038387.59881698)",5572,4,355890.05282231455,4.2173379825267254e-7,0,169,581.3292756539,576.188635865119,1330624,2.2957045871881606e-9,0,35677.884345601844,4.086994001744183
"c(298623.595067511, 5038130.55114251)",5621,4,754794.5875491006,4.247420753747287e-7,0,166,589.4304941203599,328.35789169913375,734930,2.2968529406626972e-9,0,35506.813503846126,4.212969333287169
"c(298652.227060282, 5038064.0981532)",5622,4,952637.0050924689,4.24711949737889e-7,0,165,589.3022093446984,325.8016094283141,545144,2.2933072544185165e-9,0,35440.840469083916,4.2256261927844445
"c(300651.044761622, 5039572.25482185)",5676,4,531941.3984123731,4.3259780171101085e-7,2.4067613621154294e-15,175,581.7168559818441,438.84006438042945,232505,2.2038596446393404e-9,0,37994.388980021824,3.8320601292649004
"c(300711.84076161, 5038547.85707436)",5682,3,1861463.6655954989,3.9262015452744044e-7,0,184,508.65374652577304,652.3435476214324,2005531,2.1390823007492812e-9,0,37880.669383160035,3.4366183636525522
"c(300318.226787142, 5038600.19900339)",5683,5,2183486.9141330933,3.9700357581120734e-7,2.1258483155627832e-16,180,522.3385449912022,362.64499100181456,5503673,2.1722691193221737e-9,0,37483.57002901054,3.7142029169744943
"c(299744.614923027, 5039663.74183624)",5695,4,798977.7938063885,4.328196773675561e-7,1.0610540907057637e-12,172,606.695439050503,335.0834042928183,1166946,2.301643821518257e-9,0,36843.04406841267,4.252640289223234
"c(300209.560843627, 5039717.84281116)",5747,4,4313343.602581664,4.44915263663459e-7,1.6301346194212192e-14,171,617.5277258483062,324.11692472945043,1525323,2.2548164435392127e-9,0,37468.154087141105,4.180692421727429
"c(299801.385915928, 5039747.7718196)",5806,5,1070001.3088647567,4.316745519218151e-7,8.45234319088958e-13,175,614.7229586558245,455.32925151523796,2256023,2.300253245852589e-9,0,36934.669085990674,4.279257713429974
"c(300742.983719906, 5038808.14695269)",5808,3,1821822.02179695,3.9341207869500493e-7,0,184,505.9532275327554,577.0635423248026,263266,2.1366919846584534e-9,0,38142.81572513737,3.411886706738606
"c(300145.372868351, 5040120.52274275)",5830,4,679020.3237859042,4.3198205028184667e-7,3.125477099899919e-13,176,580.4352358576597,244.18199120559208,2944321,2.28103169090782e-9,0,37480.1397599408,4.305206724263099
"c(299692.564929556, 5039587.31085137)",5860,5,614057.7730594947,4.302248441080277e-7,1.1403966073567355e-12,172,601.1243271496407,358.0375823385127,911667,2.301741072393043e-9,0,36761.225211644174,4.228437235933823
"c(299395.960977143, 5039461.33488339)",5893,4,295818.2678953321,4.2944018606784384e-7,3.6625689493020973e-14,171,597.0658721751738,339.97334006797774,5665321,2.3228394650338476e-9,5.157161957306502e-19,36348.10849509728,4.225999751400148
